Date,TimeStart,TimeEnd,Elapsed,Temperature,Weather,Location,Barn.in.out.,Animal,Sex,Treatment,Collard,CollarIssue,RelDay,AdjObTime,pro.SHU,pro.SHD,pro.lay,pro.headshake,pro.walk,pro.FHU,pro.FHD,pro.scratch,pro.social,pro.oov,TotalObs,ModTotObs
11/5/2015,13:25,13:35,10,22,Sunny,Rivinus,out,Lewis,Male,Vectronic,Yes,No,2,2,0.119047619,0,0,0,0.476190476,0,0.19047619,0,0.214285714,NA,42,42
11/5/2015,13:40,13:50,10,22,Sunny,Rivinus,out,Dr. Bob,Male,control,No,No,2,2,0.55,0,0.35,0,0,0,0.1,0,0,0,40,40
11/5/2015,9:45,9:55,10,18,Sunny,Meade,out,Scout,Female,ATS,Yes,No,14,3,0.243902439,0,0,0,0,0.292682927,0.463414634,0,0,NA,41,41
11/5/2015,9:45,9:55,10,18,Sunny,Meade,out,Niamey,Female,ATS,Yes,No,3,2,0.475,0,0,0,0.175,0.1,0.25,0,0,0,40,40
11/5/2015,13:45,13:55,10,22,Sunny,Rivinus,out,Tex,Male,Vectronic,Yes,No,2,2,0.225,0,0,0.15,0.625,0,0,0,0,0,40,40
11/6/2015,14:10,14:20,10,25,Sunny,Rivinus,out,Dr. Bob,Male,control,No,No,3,2,0.4,0,0.1,0.075,0.25,0.075,0.1,0,0,0,40,40
11/6/2015,13:42,13:52,10,25,Sunny,Rivinus,out,Tex,Male,Vectronic,Yes,No,3,2,1,0,0,0,0,0,0,0,0,0,40,40
11/6/2015,13:55,14:05,10,25,Sunny,Rivinus,out,Lewis,Male,Vectronic,Yes,No,3,2,0,0,1,0,0,0,0,0,0,0,40,40
11/6/2015,10:05,10:15,10,14,Windy,Meade,out,Bamako,Female,ATS,Yes,No,15,3,0.45,0,0,0,0,0,0,0.55,0,0,40,40
11/6/2015,10:05,10:15,10,14,Windy,Meade,out,Niamey,Female,ATS,Yes,No,4,3,0.175,0.1,0,0.075,0.25,0.2,0,0.1,0.1,0,40,40
11/6/2015,10:05,10:15,10,14,Windy,Meade,out,Shadow,Female,ATS,Yes,No,15,3,0.255813953,0,0,0.046511628,0.279069767,0,0.279069767,0.139534884,0,NA,43,43
11/6/2015,9:50,10:00,10,13,Windy,Meade,out,Chari,Female,Vectronic,Yes,No,4,3,0.15,0,0,0,0.3,0,0.475,0.05,0,0.025,39,40
11/6/2015,9:50,10:00,10,13,Windy,Meade,out,Cat,Female,control,No,No,15,3,0,0,0,0,0.35,0,0.65,0,0,0,40,40
11/6/2015,9:36,9:46,10,13,Windy,Meade,out,Loretta,Female,control,No,No,15,3,1,0,0,0,0,0,0,0,0,0,40,40
11/6/2015,9:36,9:46,10,13,Windy,Meade,out,Violet,Female,Vectronic,Yes,No,15,3,0.363636364,0,0,0,0,0.272727273,0.363636364,0,0,NA,44,44
11/6/2015,9:23,9:33,10,13,Sunny,Meade,out,Jena,Female,Vectronic,Yes,No,15,3,0.775,0,0,0,0.225,0,0,0,0,0,40,40
11/6/2015,9:23,9:33,10,13,Sunny,Meade,out,Ruby,Female,ATS,Yes,No,15,3,0,0,0,0,0,0.6,0.4,0,0,0,40,40
11/9/2015,9:12,9:22,10,8,Sunny,Meade,out,Loretta,Female,control,No,No,18,3,0.25,0.05,0,0.05,0.3,0.25,0,0.075,0.025,0,40,40
11/9/2015,9:12,9:22,10,8,Sunny,Meade,out,Violet,Female,Vectronic,Yes,No,18,3,0.275,0,0,0,0.05,0.225,0.45,0,0,0,40,40
11/9/2015,9:12,9:22,10,8,Sunny,Meade,out,Jena,Female,Vectronic,Yes,No,18,3,0.575,0,0,0,0,0.125,0.25,0.05,0,0,40,40
11/9/2015,9:12,9:22,10,8,Sunny,Meade,out,Shadow,Female,ATS,Yes,No,17,3,0,0,0,0.075,0.175,0.45,0.3,0,0,0,40,40
11/9/2015,9:30,9:40,10,8,Sunny,Meade,out,Bamako,Female,ATS,Yes,No,16,3,0.125,0,0,0,0,0.425,0.45,0,0,0,40,40
11/9/2015,9:30,9:40,10,8,Sunny,Meade,out,Cat,Female,control,No,No,18,3,0.075,0.05,0,0,0.1,0.175,0.325,0.075,0.2,0,40,40
11/9/2015,9:45,9:55,10,9,Sunny,Meade,out,Niamey,Female,ATS,Yes,No,7,3,0.225,0,0,0.1,0.2,0.1,0.1,0.075,0.05,0.15,34,40
11/9/2015,9:45,9:55,10,9,Sunny,Meade,out,Scout,Female,ATS,Yes,No,18,3,0.3,0,0,0.275,0,0,0.375,0.05,0,0,40,40
11/10/2015,9:15,9:25,10,4,Sunny,Meade,out,Cat,Female,control,No,No,19,3,0.065217391,0,0,0.065217391,0.195652174,0.369565217,0.152173913,0,0.152173913,NA,46,46
11/10/2015,9:15,9:25,10,4,Sunny,Meade,out,Shadow,Female,ATS,Yes,No,19,3,0.2,0,0,0,0.05,0.225,0.525,0,0,0,40,40
11/9/2015,10:02,10:12,10,8,Cloudy,Meade,out,Ruby,Female,ATS,Yes,No,18,3,0.075,0,0,0,0.1,0.375,0.45,0,0,0,40,40
11/9/2015,10:02,10:12,10,8,Cloudy,Meade,out,Chari,Female,Vectronic,Yes,No,7,3,0.5,0,0,0.075,0.225,0,0.1,0,0.1,0,40,40
11/10/2015,9:35,9:45,10,4,Cloudy,Meade,out,Jena,Female,Vectronic,Yes,No,19,3,0.45,0,0,0,0,0.1,0.45,0,0,0,40,40
11/10/2015,9:35,9:45,10,4,Rainy,Meade,out,Loretta,Female,control,No,No,19,3,0.325,0,0,0,0.2,0.325,0.15,0,0,0,40,40
11/10/2015,9:52,10:02,10,4,Rainy,Meade,out,Ruby,Female,ATS,Yes,No,19,3,0.1,0,0,0.125,0.125,0.425,0.225,0,0,0,40,40
11/10/2015,9:52,10:02,10,4,Rainy,Meade,out,Niamey,Female,ATS,Yes,No,8,3,0.175,0,0,0.075,0.175,0.325,0.25,0,0,0,40,40
11/10/2015,10:06,10:16,10,4,Rainy,Meade,out,Violet,Female,Vectronic,Yes,No,19,3,0.425,0.05,0,0,0.225,0.05,0.25,0,0,0,40,40
11/10/2015,10:06,10:16,10,4,Rainy,Meade,out,Chari,Female,Vectronic,Yes,No,8,3,0.075,0,0,0,0.05,0.375,0.5,0,0,0,40,40
11/10/2015,10:20,10:30,10,4,Rainy,Meade,out,Scout,Female,ATS,Yes,No,19,3,0.15,0,0,0,0.2,0.35,0.3,0,0,0,40,40
11/10/2015,10:20,10:30,10,4,Rainy,Meade,out,Bamako,Female,ATS,Yes,No,17,3,0.125,0.075,0,0.075,0.325,0.25,0.15,0,0,0,40,40
11/12/2015,8:35,8:45,10,7,Sunny,Meade,out,Ruby,Female,ATS,Yes,No,21,3,0.225,0,0,0.05,0.2,0.175,0.25,0.025,0.075,0,40,40
11/12/2015,8:35,8:45,10,7,Sunny,Meade,out,Shadow,Female,ATS,Yes,No,21,3,0.25,0,0,0.225,0.125,0,0.3,0.05,0.05,0,40,40
11/12/2015,8:50,9:00,10,7,Sunny,Meade,out,Violet,Female,Vectronic,Yes,No,21,3,0.375,0,0,0,0,0.375,0.25,0,0,0,40,40
11/12/2015,8:50,9:00,10,7,Sunny,Meade,out,Cat,Female,control,No,No,21,3,0.2,0,0,0.1,0.15,0.125,0.35,0,0.075,0,40,40
11/12/2015,9:05,9:15,10,8,Sunny,Meade,out,Loretta,Female,control,No,No,21,3,0.375,0,0,0,0.1,0.075,0.45,0,0,0,40,40
11/12/2015,9:05,9:15,10,8,Sunny,Meade,out,Jena,Female,Vectronic,Yes,No,21,3,0.55,0,0,0,0.2,0.075,0.175,0,0,0,40,40
11/12/2015,9:20,9:30,10,8,Sunny,Meade,out,Bamako,Female,ATS,Yes,No,18,3,0.175,0,0,0.15,0.325,0.025,0.25,0.05,0.025,0,40,40
11/12/2015,9:20,9:30,10,8,Sunny,Meade,out,Scout,Female,ATS,Yes,No,21,3,0.025,0,0,0.05,0.175,0.2,0.4,0.1,0.05,0,40,40
11/12/2015,9:35,9:45,10,8,Sunny,Meade,out,Niamey,Female,ATS,Yes,No,10,3,0,0,0,0.125,0.475,0.275,0.125,0,0,0,40,40
11/12/2015,9:35,9:45,10,8,Sunny,Meade,out,Chari,Female,Vectronic,Yes,No,10,3,0.075,0,0,0,0,0.3,0.575,0.05,0,0,40,40
11/13/2015,8:50,9:00,10,8,Sunny,Meade,out,Ruby,Female,ATS,Yes,No,22,3,0.075,0,0,0,0.1,0.375,0.45,0,0,0,40,40
11/13/2015,8:50,9:00,10,8,Sunny,Meade,out,Cat,Female,control,No,No,22,3,0.1,0.05,0,0,0.275,0.175,0.275,0.1,0.025,0,40,40
11/13/2015,9:10,9:20,10,9,Sunny,Meade,out,Scout,Female,ATS,Yes,No,22,3,0.2,0,0,0,0.3,0,0.45,0,0.05,0,40,40
11/13/2015,9:10,9:20,10,9,Sunny,Meade,out,Shadow,Female,ATS,Yes,No,22,3,0.1,0,0,0,0.05,0.45,0.4,0,0,0,40,40
11/13/2015,9:25,9:35,10,9,Sunny,Meade,out,Chari,Female,Vectronic,Yes,No,11,3,0.15,0,0,0,0.325,0.15,0.375,0,0,0,40,40
11/13/2015,9:25,9:35,10,9,Sunny,Meade,out,Niamey,Female,ATS,Yes,No,11,3,0.088888889,0.133333333,0,0.088888889,0.266666667,0.266666667,0.155555556,0,0,NA,45,45
11/13/2015,9:42,9:52,10,9,Sunny,Meade,out,Jena,Female,Vectronic,Yes,No,22,3,0.125,0,0,0.05,0,0.5,0.325,0,0,0,40,40
11/13/2015,9:42,9:52,10,9,Sunny,Meade,out,Loretta,Female,control,No,No,22,3,0.1,0.325,0,0,0.325,0,0.25,0,0,0,40,40
11/13/2015,10:00,10:10,10,10,Sunny,Meade,out,Bamako,Female,ATS,Yes,No,20,3,0.275,0.125,0,0.125,0,0.125,0.325,0,0,0.025,39,40
11/13/2015,10:00,10:10,10,10,Sunny,Meade,out,Violet,Female,Vectronic,Yes,No,22,3,0.175,0,0,0,0.2,0,0.4,0.175,0.05,0,40,40
11/13/2015,13:34,13:44,10,14,Sunny,Rivinus,out,Tex,Male,Vectronic,Yes,No,10,3,1,0,0,0,0,0,0,0,0,0,40,40
11/13/2015,13:50,14:00,10,14,Sunny,Rivinus,out,Dr. Bob,Male,control,No,No,10,3,0.575,0,0.125,0.05,0,0,0.25,0,0,0,40,40
11/13/2015,13:22,13:32,10,14,Sunny,Rivinus,out,Lewis,Male,Vectronic,Yes,No,10,3,0.45,0,0,0,0.275,0,0,0.175,0.1,0,40,40
11/12/2015,14:13,14:23,10,12,Sunny,Rivinus,out,Tex,Male,Vectronic,Yes,No,9,3,0.925,0,0,0,0,0,0,0.075,0,0,40,40
11/12/2015,14:00,14:10,10,12,Sunny,Rivinus,out,Dr. Bob,Male,control,No,No,9,3,0.325,0,0,0,0.425,0,0.175,0,0.075,0,40,40
11/12/2015,13:47,13:57,10,12,Sunny,Rivinus,out,Lewis,Male,Vectronic,Yes,No,9,3,0,0,0,0,0.238095238,0,0,0.476190476,0.285714286,NA,42,42
11/10/2015,14:03,14:13,10,6,Rainy,Rivinus,out,Lewis,Male,Vectronic,Yes,No,7,3,0.15,0,0,0,0.25,0,0,0.375,0.225,0,40,40
11/10/2015,14:15,14:25,10,6,Rainy,Rivinus,out,Dr. Bob,Male,control,No,No,7,3,0.55,0,0,0,0.375,0,0.075,0,0,0,40,40
11/10/2015,13:50,14:00,10,6,Rainy,Rivinus,out,Tex,Male,Vectronic,Yes,No,7,3,0.925,0,0,0,0,0,0,0.075,0,0,40,40
11/9/2015,13:48,13:58,10,8,Overcast,Rivinus,out,Tex,Male,Vectronic,Yes,No,6,3,0,0,0,0,1,0,0,0,0,0,40,40
11/9/2015,14:02,14:12,10,8,Overcast,Rivinus,out,Lewis,Male,Vectronic,Yes,No,6,3,1,0,0,0,0,0,0,0,0,0,40,40
11/9/2015,14:15,14:25,10,8,Overcast,Rivinus,out,Dr. Bob,Male,control,No,No,6,3,0.275,0,0,0,0.55,0,0.175,0,0,0,40,40
11/16/2015,9:20,9:30,10,13,Sunny,Meade,out,Niamey,Female,ATS,Yes,No,14,3,0.3125,0,0,0,0,0.166666667,0.3125,0.208333333,0,NA,48,48
11/16/2015,9:20,9:30,10,13,Sunny,Meade,out,Cat,Female,control,No,No,25,3,0.25,0.125,0,0.1,0,0.325,0.2,0,0,0,40,40
11/16/2015,9:06,9:16,10,12,Sunny,Meade,out,Jena,Female,Vectronic,Yes,No,25,3,0.375,0,0,0,0.325,0.2,0.1,0,0,0,40,40
11/16/2015,9:06,9:16,10,12,Sunny,Meade,out,Ruby,Female,ATS,Yes,No,25,3,0.325,0,0,0,0.25,0,0.425,0,0,0,40,40
11/16/2015,9:20,9:30,10,13,Sunny,Meade,out,Shadow,Female,ATS,Yes,No,25,3,0.1,0,0,0.1,0.175,0,0.575,0,0.05,0,40,40
11/16/2015,9:20,9:30,10,13,Sunny,Meade,out,Scout,Female,ATS,Yes,No,25,3,0.15,0,0,0,0.075,0.2,0.575,0,0,0,40,40
11/16/2015,8:54,9:04,10,12,Sunny,Meade,out,Loretta,Female,control,No,No,25,3,0.175,0,0,0,0,0.3,0.375,0,0,0.15,34,40
11/16/2015,8:54,9:04,10,12,Sunny,Meade,out,Violet,Female,Vectronic,Yes,No,25,3,0.45,0.025,0,0,0.2,0.25,0.075,0,0,0,40,40
11/16/2015,9:06,9:16,10,12,Sunny,Meade,out,Chari,Female,Vectronic,Yes,No,14,3,0.146341463,0.195121951,0,0,0.243902439,0,0.414634146,0,0,NA,41,41
11/16/2015,9:06,9:16,10,12,Sunny,Meade,out,Bamako,Female,ATS,Yes,No,25,3,0.475,0,0,0.075,0,0.1,0,0.35,0,0,40,40
11/17/2015,9:21,9:31,10,11,Sunny,Meade,out,Loretta,Female,control,No,No,26,3,0.075,0,0,0,0.2,0.725,0,0,0,0,40,40
11/17/2015,9:21,9:31,10,11,Sunny,Meade,out,Niamey,Female,ATS,Yes,No,15,3,0,0,0,0.075,0,0,0.925,0,0,0,40,40
11/17/2015,9:35,9:45,10,11,Sunny,Meade,out,Ruby,Female,ATS,Yes,No,26,3,0.05,0,0,0,0.075,0,0.875,0,0,0,40,40
11/17/2015,9:35,9:45,10,11,Sunny,Meade,out,Cat,Female,control,No,No,26,3,0,0,0,0,0,0,1,0,0,0,40,40
11/17/2015,10:00,10:10,10,11,Sunny,Meade,out,Scout,Female,ATS,Yes,No,26,3,0.146341463,0,0,0,0.170731707,0.317073171,0.365853659,0,0,NA,41,41
11/17/2015,10:00,10:10,10,11,Sunny,Meade,out,Bamako,Female,ATS,Yes,No,26,3,0,0,0,0,0,0,1,0,0,0,40,40
11/17/2015,9:47,9:57,10,11,Sunny,Meade,out,Jena,Female,Vectronic,Yes,No,26,3,0.475,0,0,0,0.2,0,0.325,0,0,0,40,40
11/17/2015,9:47,9:57,10,11,Sunny,Meade,out,Chari,Female,Vectronic,Yes,No,15,3,0,0,0,0,0.25,0,0.75,0,0,0,40,40
11/17/2015,10:13,10:23,10,11,Sunny,Meade,out,Violet,Female,Vectronic,Yes,No,26,3,0.1,0,0,0,0.15,0,0.75,0,0,0,40,40
11/17/2015,10:13,10:23,10,11,Sunny,Meade,out,Shadow,Female,ATS,Yes,No,26,3,0.35,0,0,0,0.025,0,0.625,0,0,0,40,40
11/17/2015,13:30,13:40,10,13,Sunny,Rivinus,out,Lewis,Male,Vectronic,Yes,No,14,3,0.625,0,0,0.075,0.15,0,0.075,0,0.075,0,40,40
11/17/2015,13:42,13:52,10,13,Sunny,Rivinus,out,Tex,Male,Vectronic,Yes,No,14,3,0.575,0,0,0,0.375,0,0.05,0,0,0,40,40
11/17/2015,13:57,14:07,10,13,Sunny,Rivinus,out,Dr. Bob,Male,control,No,No,14,3,0,0,0,0,0.2,0,0.8,0,0,0,40,40
