"","Date","TimeStart","TimeEnd","Elapsed","Temperature","Weather","Location","Barn.in.out.","Animal","Sex","Treatment","Collard","CollarIssue","RelDay","AdjObTime","TotalObs","ModTotObs","HU","HD","LAY","HDSK","LOCO","SCRATCH","OOV","RSums"
"147","11/5/2015",2015-11-05 08:45:00,2015-11-05 08:55:00,10,17,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",14,3,38,40,7,20,0,0,8,3,2,1
"148","11/5/2015",2015-11-05 09:06:00,2015-11-05 09:16:00,10,17,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",14,3,41,41,4,21,13,0,3,0,0,1.000000001
"149","11/5/2015",2015-11-05 09:06:00,2015-11-05 09:16:00,10,17,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",14,3,40,40,3,33,0,0,4,0,0,1
"150","11/5/2015",2015-11-05 09:32:00,2015-11-05 09:42:00,10,18,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",3,2,40,40,2,14,18,0,6,0,0,1
"151","11/5/2015",2015-11-05 09:32:00,2015-11-05 09:42:00,10,18,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",14,3,40,40,0,39,0,1,0,0,0,1
"152","11/5/2015",2015-11-05 09:20:00,2015-11-05 09:30:00,10,18,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",14,3,40,40,17,23,0,0,0,0,0,1
"153","11/5/2015",2015-11-05 09:20:00,2015-11-05 09:30:00,10,18,"Sunny","Meade","out","Cat","Female","control","No","No",14,3,40,40,8,17,0,0,15,0,0,1
"154","11/5/2015",2015-11-05 13:25:00,2015-11-05 13:35:00,10,22,"Sunny","Rivinus","out","Lewis","Male","Vectronic","Yes","No",2,2,42,42,4,7,0,0,28,0,0,0.999999999
"155","11/5/2015",2015-11-05 13:40:00,2015-11-05 13:50:00,10,22,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",2,2,40,40,22,4,14,0,0,0,0,1
"156","11/5/2015",2015-11-05 09:45:00,2015-11-05 09:55:00,10,18,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",14,3,41,41,22,18,0,0,0,0,0,1
"157","11/5/2015",2015-11-05 09:45:00,2015-11-05 09:55:00,10,18,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",3,2,40,40,23,10,0,0,7,0,0,1
"158","11/5/2015",2015-11-05 13:45:00,2015-11-05 13:55:00,10,22,"Sunny","Rivinus","out","Tex","Male","Vectronic","Yes","No",2,2,40,40,9,0,0,6,25,0,0,1
"159","11/6/2015",2015-11-06 14:10:00,2015-11-06 14:20:00,10,25,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",3,2,40,40,19,4,4,3,10,0,0,1
"160","11/6/2015",2015-11-06 13:42:00,2015-11-06 13:52:00,10,25,"Sunny","Rivinus","out","Tex","Male","Vectronic","Yes","No",3,2,40,40,40,0,0,0,0,0,0,1
"161","11/6/2015",2015-11-06 13:55:00,2015-11-06 14:05:00,10,25,"Sunny","Rivinus","out","Lewis","Male","Vectronic","Yes","No",3,2,40,40,0,0,40,0,0,0,0,1
"162","11/6/2015",2015-11-06 10:05:00,2015-11-06 10:15:00,10,14,"Windy","Meade","out","Bamako","Female","ATS","Yes","No",15,3,40,40,18,0,0,0,0,22,0,1
"163","11/6/2015",2015-11-06 10:05:00,2015-11-06 10:15:00,10,14,"Windy","Meade","out","Niamey","Female","ATS","Yes","No",4,3,40,40,15,4,0,3,14,4,0,1
"164","11/6/2015",2015-11-06 10:05:00,2015-11-06 10:15:00,10,14,"Windy","Meade","out","Shadow","Female","ATS","Yes","No",15,3,43,43,10,11,0,2,11,6,0,0.999999999
"165","11/6/2015",2015-11-06 09:50:00,2015-11-06 10:00:00,10,13,"Windy","Meade","out","Chari","Female","Vectronic","Yes","No",4,3,39,40,6,19,0,0,12,2,1,1
"166","11/6/2015",2015-11-06 09:50:00,2015-11-06 10:00:00,10,13,"Windy","Meade","out","Cat","Female","control","No","No",15,3,40,40,0,26,0,0,14,0,0,1
"167","11/6/2015",2015-11-06 09:36:00,2015-11-06 09:46:00,10,13,"Windy","Meade","out","Loretta","Female","control","No","No",15,3,40,40,40,0,0,0,0,0,0,1
"168","11/6/2015",2015-11-06 09:36:00,2015-11-06 09:46:00,10,13,"Windy","Meade","out","Violet","Female","Vectronic","Yes","No",15,3,44,44,28,16,0,0,0,0,0,1.000000001
"169","11/6/2015",2015-11-06 09:23:00,2015-11-06 09:33:00,10,13,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",15,3,40,40,31,0,0,0,9,0,0,1
"170","11/6/2015",2015-11-06 09:23:00,2015-11-06 09:33:00,10,13,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",15,3,40,40,24,16,0,0,0,0,0,1
"171","11/9/2015",2015-11-09 09:12:00,2015-11-09 09:22:00,10,8,"Sunny","Meade","out","Loretta","Female","control","No","No",18,3,40,40,20,2,0,2,13,3,0,1
"172","11/9/2015",2015-11-09 09:12:00,2015-11-09 09:22:00,10,8,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",18,3,40,40,20,18,0,0,2,0,0,1
"173","11/9/2015",2015-11-09 09:12:00,2015-11-09 09:22:00,10,8,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",18,3,40,40,28,10,0,0,0,2,0,1
"174","11/9/2015",2015-11-09 09:12:00,2015-11-09 09:22:00,10,8,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",17,3,40,40,18,12,0,3,7,0,0,1
"175","11/9/2015",2015-11-09 09:30:00,2015-11-09 09:40:00,10,8,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",16,3,40,40,22,18,0,0,0,0,0,1
"176","11/9/2015",2015-11-09 09:30:00,2015-11-09 09:40:00,10,8,"Sunny","Meade","out","Cat","Female","control","No","No",18,3,40,40,10,15,0,0,12,3,0,1
"177","11/9/2015",2015-11-09 09:45:00,2015-11-09 09:55:00,10,9,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",7,3,34,40,13,4,0,4,10,3,6,1
"178","11/9/2015",2015-11-09 09:45:00,2015-11-09 09:55:00,10,9,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",18,3,40,40,12,15,0,11,0,2,0,1
"179","11/10/2015",2015-11-10 09:15:00,2015-11-10 09:25:00,10,4,"Sunny","Meade","out","Cat","Female","control","No","No",19,3,46,46,19,6,0,2,16,0,0,0.999999999
"180","11/10/2015",2015-11-10 09:15:00,2015-11-10 09:25:00,10,4,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",19,3,40,40,17,21,0,0,2,0,0,1
"181","11/9/2015",2015-11-09 10:02:00,2015-11-09 10:12:00,10,8,"Cloudy","Meade","out","Ruby","Female","ATS","Yes","No",18,3,40,40,18,18,0,0,4,0,0,1
"182","11/9/2015",2015-11-09 10:02:00,2015-11-09 10:12:00,10,8,"Cloudy","Meade","out","Chari","Female","Vectronic","Yes","No",7,3,40,40,20,4,0,3,13,0,0,1
"183","11/10/2015",2015-11-10 09:35:00,2015-11-10 09:45:00,10,4,"Cloudy","Meade","out","Jena","Female","Vectronic","Yes","No",19,3,40,40,22,18,0,0,0,0,0,1
"184","11/10/2015",2015-11-10 09:35:00,2015-11-10 09:45:00,10,4,"Rainy","Meade","out","Loretta","Female","control","No","No",19,3,40,40,26,6,0,0,8,0,0,1
"185","11/10/2015",2015-11-10 09:52:00,2015-11-10 10:02:00,10,4,"Rainy","Meade","out","Ruby","Female","ATS","Yes","No",19,3,40,40,21,9,0,5,5,0,0,1
"186","11/10/2015",2015-11-10 09:52:00,2015-11-10 10:02:00,10,4,"Rainy","Meade","out","Niamey","Female","ATS","Yes","No",8,3,40,40,20,10,0,3,7,0,0,1
"187","11/10/2015",2015-11-10 10:06:00,2015-11-10 10:16:00,10,4,"Rainy","Meade","out","Violet","Female","Vectronic","Yes","No",19,3,40,40,19,12,0,0,9,0,0,1
"188","11/10/2015",2015-11-10 10:06:00,2015-11-10 10:16:00,10,4,"Rainy","Meade","out","Chari","Female","Vectronic","Yes","No",8,3,40,40,18,20,0,0,2,0,0,1
"189","11/10/2015",2015-11-10 10:20:00,2015-11-10 10:30:00,10,4,"Rainy","Meade","out","Scout","Female","ATS","Yes","No",19,3,40,40,20,12,0,0,8,0,0,1
"190","11/10/2015",2015-11-10 10:20:00,2015-11-10 10:30:00,10,4,"Rainy","Meade","out","Bamako","Female","ATS","Yes","No",17,3,40,40,15,9,0,3,13,0,0,1
"191","11/12/2015",2015-11-12 08:35:00,2015-11-12 08:45:00,10,7,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",21,3,40,40,16,10,0,2,11,1,0,1
"192","11/12/2015",2015-11-12 08:35:00,2015-11-12 08:45:00,10,7,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",21,3,40,40,10,12,0,9,7,2,0,1
"193","11/12/2015",2015-11-12 08:50:00,2015-11-12 09:00:00,10,7,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",21,3,40,40,30,10,0,0,0,0,0,1
"194","11/12/2015",2015-11-12 08:50:00,2015-11-12 09:00:00,10,7,"Sunny","Meade","out","Cat","Female","control","No","No",21,3,40,40,13,14,0,4,9,0,0,1
"195","11/12/2015",2015-11-12 09:05:00,2015-11-12 09:15:00,10,8,"Sunny","Meade","out","Loretta","Female","control","No","No",21,3,40,40,18,18,0,0,4,0,0,1
"196","11/12/2015",2015-11-12 09:05:00,2015-11-12 09:15:00,10,8,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",21,3,40,40,25,7,0,0,8,0,0,1
"197","11/12/2015",2015-11-12 09:20:00,2015-11-12 09:30:00,10,8,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",18,3,40,40,7,10,0,6,14,2,0,1
"198","11/12/2015",2015-11-12 09:20:00,2015-11-12 09:30:00,10,8,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",21,3,40,40,9,16,0,2,9,4,0,1
"199","11/12/2015",2015-11-12 09:35:00,2015-11-12 09:45:00,10,8,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",10,3,40,40,11,5,0,5,19,0,0,1
"200","11/12/2015",2015-11-12 09:35:00,2015-11-12 09:45:00,10,8,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",10,3,40,40,15,23,0,0,0,2,0,1
"201","11/13/2015",2015-11-13 08:50:00,2015-11-13 09:00:00,10,8,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",22,3,40,40,18,18,0,0,4,0,0,1
"202","11/13/2015",2015-11-13 08:50:00,2015-11-13 09:00:00,10,8,"Sunny","Meade","out","Cat","Female","control","No","No",22,3,40,40,11,13,0,0,12,4,0,1
"203","11/13/2015",2015-11-13 09:10:00,2015-11-13 09:20:00,10,9,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",22,3,40,40,8,18,0,0,14,0,0,1
"204","11/13/2015",2015-11-13 09:10:00,2015-11-13 09:20:00,10,9,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",22,3,40,40,22,16,0,0,2,0,0,1
"205","11/13/2015",2015-11-13 09:25:00,2015-11-13 09:35:00,10,9,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",11,3,40,40,12,15,0,0,13,0,0,1
"206","11/13/2015",2015-11-13 09:25:00,2015-11-13 09:35:00,10,9,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",11,3,45,45,16,13,0,4,12,0,0,1.000000001
"207","11/13/2015",2015-11-13 09:42:00,2015-11-13 09:52:00,10,9,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",22,3,40,40,25,13,0,2,0,0,0,1
"208","11/13/2015",2015-11-13 09:42:00,2015-11-13 09:52:00,10,9,"Sunny","Meade","out","Loretta","Female","control","No","No",22,3,40,40,4,23,0,0,13,0,0,1
"209","11/13/2015",2015-11-13 10:00:00,2015-11-13 10:10:00,10,10,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",20,3,39,40,16,18,0,5,0,0,1,1
"210","11/13/2015",2015-11-13 10:00:00,2015-11-13 10:10:00,10,10,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",22,3,40,40,7,16,0,0,10,7,0,1
"211","11/13/2015",2015-11-13 13:34:00,2015-11-13 13:44:00,10,14,"Sunny","Rivinus","out","Tex","Male","Vectronic","Yes","No",10,3,40,40,40,0,0,0,0,0,0,1
"212","11/13/2015",2015-11-13 13:50:00,2015-11-13 14:00:00,10,14,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",10,3,40,40,23,10,5,2,0,0,0,1
"213","11/13/2015",2015-11-13 13:22:00,2015-11-13 13:32:00,10,14,"Sunny","Rivinus","out","Lewis","Male","Vectronic","Yes","No",10,3,40,40,18,0,0,0,15,7,0,1
"214","11/12/2015",2015-11-12 14:13:00,2015-11-12 14:23:00,10,12,"Sunny","Rivinus","out","Tex","Male","Vectronic","Yes","No",9,3,40,40,37,0,0,0,0,3,0,1
"215","11/12/2015",2015-11-12 14:00:00,2015-11-12 14:10:00,10,12,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",9,3,40,40,13,7,0,0,20,0,0,1
"216","11/12/2015",2015-11-12 13:47:00,2015-11-12 13:57:00,10,12,"Sunny","Rivinus","out","Lewis","Male","Vectronic","Yes","No",9,3,42,42,0,0,0,0,22,19,0,1
"217","11/10/2015",2015-11-10 14:03:00,2015-11-10 14:13:00,10,6,"Rainy","Rivinus","out","Lewis","Male","Vectronic","Yes","No",7,3,40,40,6,0,0,0,19,15,0,1
"218","11/10/2015",2015-11-10 14:15:00,2015-11-10 14:25:00,10,6,"Rainy","Rivinus","out","Dr. Bob","Male","control","No","No",7,3,40,40,22,3,0,0,15,0,0,1
"219","11/10/2015",2015-11-10 13:50:00,2015-11-10 14:00:00,10,6,"Rainy","Rivinus","out","Tex","Male","Vectronic","Yes","No",7,3,40,40,37,0,0,0,0,3,0,1
"220","11/9/2015",2015-11-09 13:48:00,2015-11-09 13:58:00,10,8,"Overcast","Rivinus","out","Tex","Male","Vectronic","Yes","No",6,3,40,40,0,0,0,0,40,0,0,1
"221","11/9/2015",2015-11-09 14:02:00,2015-11-09 14:12:00,10,8,"Overcast","Rivinus","out","Lewis","Male","Vectronic","Yes","No",6,3,40,40,40,0,0,0,0,0,0,1
"222","11/9/2015",2015-11-09 14:15:00,2015-11-09 14:25:00,10,8,"Overcast","Rivinus","out","Dr. Bob","Male","control","No","No",6,3,40,40,11,7,0,0,22,0,0,1
"223","11/16/2015",2015-11-16 09:20:00,2015-11-16 09:30:00,10,13,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",14,3,48,48,23,15,0,0,0,9,0,1
"224","11/16/2015",2015-11-16 09:20:00,2015-11-16 09:30:00,10,13,"Sunny","Meade","out","Cat","Female","control","No","No",25,3,40,40,23,13,0,4,0,0,0,1
"225","11/16/2015",2015-11-16 09:06:00,2015-11-16 09:16:00,10,12,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",25,3,40,40,23,4,0,0,13,0,0,1
"226","11/16/2015",2015-11-16 09:06:00,2015-11-16 09:16:00,10,12,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",25,3,40,40,13,17,0,0,10,0,0,1
"227","11/16/2015",2015-11-16 09:20:00,2015-11-16 09:30:00,10,13,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",25,3,40,40,4,23,0,4,9,0,0,1
"228","11/16/2015",2015-11-16 09:20:00,2015-11-16 09:30:00,10,13,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",25,3,40,40,14,23,0,0,3,0,0,1
"229","11/16/2015",2015-11-16 08:54:00,2015-11-16 09:04:00,10,12,"Sunny","Meade","out","Loretta","Female","control","No","No",25,3,34,40,19,15,0,0,0,0,6,1
"230","11/16/2015",2015-11-16 08:54:00,2015-11-16 09:04:00,10,12,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",25,3,40,40,28,4,0,0,8,0,0,1
"231","11/16/2015",2015-11-16 09:06:00,2015-11-16 09:16:00,10,12,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",14,3,41,41,5,24,0,0,9,0,0,0.999999999
"232","11/16/2015",2015-11-16 09:06:00,2015-11-16 09:16:00,10,12,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",25,3,40,40,23,0,0,3,0,14,0,1
"233","11/17/2015",2015-11-17 09:21:00,2015-11-17 09:31:00,10,11,"Sunny","Meade","out","Loretta","Female","control","No","No",26,3,40,40,31,0,0,0,8,0,0,1
"234","11/17/2015",2015-11-17 09:21:00,2015-11-17 09:31:00,10,11,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",15,3,40,40,0,37,0,3,0,0,0,1
"235","11/17/2015",2015-11-17 09:35:00,2015-11-17 09:45:00,10,11,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",26,3,40,40,2,35,0,0,3,0,0,1
"236","11/17/2015",2015-11-17 09:35:00,2015-11-17 09:45:00,10,11,"Sunny","Meade","out","Cat","Female","control","No","No",26,3,40,40,0,40,0,0,0,0,0,1
"237","11/17/2015",2015-11-17 10:00:00,2015-11-17 10:10:00,10,11,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",26,3,41,41,18,15,0,0,6,0,0,1
"238","11/17/2015",2015-11-17 10:00:00,2015-11-17 10:10:00,10,11,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",26,3,40,40,0,40,0,0,0,0,0,1
"239","11/17/2015",2015-11-17 09:47:00,2015-11-17 09:57:00,10,11,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",26,3,40,40,19,13,0,0,8,0,0,1
"240","11/17/2015",2015-11-17 09:47:00,2015-11-17 09:57:00,10,11,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",15,3,40,40,0,30,0,0,10,0,0,1
"241","11/17/2015",2015-11-17 10:13:00,2015-11-17 10:23:00,10,11,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",26,3,40,40,4,30,0,0,6,0,0,1
"242","11/17/2015",2015-11-17 10:13:00,2015-11-17 10:23:00,10,11,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",26,3,40,40,14,25,0,0,1,0,0,1
"243","11/17/2015",2015-11-17 13:30:00,2015-11-17 13:40:00,10,13,"Sunny","Rivinus","out","Lewis","Male","Vectronic","Yes","No",14,3,40,40,25,3,0,3,9,0,0,1
"244","11/17/2015",2015-11-17 13:42:00,2015-11-17 13:52:00,10,13,"Sunny","Rivinus","out","Tex","Male","Vectronic","Yes","No",14,3,40,40,23,2,0,0,15,0,0,1
"245","11/17/2015",2015-11-17 13:57:00,2015-11-17 14:07:00,10,13,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",14,3,40,40,0,32,0,0,8,0,0,1
